,Organization (as author),Place created,Identifier,Author,Title,Year,Abstract,Keywords,XML file
1271,Carleton College,Wrigley Marine Science Center,,"Riley, Suzanne",Cryptic coloration in Hippolyte clarki,1978.0,,,
1272,Carleton College,Wrigley Marine Science Center,,"Schlenk, Cornelia",Homing �memory� in Acmaea celisella digitalis and Acmaea Colisella scabra,1978.0,,,
1273,Carleton College,Wrigley Marine Science Center,,"Spom, Thomas A.","The mechanism of coexistence for two carnivorous subtidal starfish, Pisaster giganteus and Astrometis sertulifera",1978.0,,,
1274,Carleton College,Wrigley Marine Science Center,,"Stork, John J.",Effects of turbidity and light levels on the orientation and cleaning symbiosis in Chromis punctipinnis and Oxyjulis californica,1978.0,,,
1275,Carleton College,Wrigley Marine Science Center,,"Tyler, Jeffery D.",Effect of size on mortality rate of Astraea undosa,1978.0,,,
1276,Carleton College,Wrigley Marine Science Center,,"Blosberg, Linda",Nerve net of Metridium senile,1983.0,"Properties of the nerve net of Metridium senile are discussed. Different responses occur with stimuli of different strength up to a given �threshold."" The threshold may be reduced by repeated stimulation. Localized responses occur only with stimuli below this ""threshold."" The basal region possesses the lowest threshold, the oral region, the highest. Stimulation of surgically isolated areas of Metridium evokes identical responses. Responses to stimuli of various strengths and frequencies are discussed and compared to results obtained by Pantin (1935).",,
1277,Carleton College,Wrigley Marine Science Center,,"Bunik, Maya E.",Reaggregation of cells in the orange puffball sponge Tethya aurantia,1983.0,"Sponge aggregation was studied in Tethya aurantia focusing on the importance of temperature and divalent ions in the developmental process. Results regarding these two factors paralleled those done by Humphreys on different sponges (1963). Also, species specificity of cells was tested by combining T. aurantia with Hymenamphiastra cyanocrypta and Acarnus erithracus.",,
1278,Carleton College,Wrigley Marine Science Center,,"Burgeson, Steve",Food presence as a stimulus to feeding in Serpulorbis squamigerus,1983.0,"The sessile snails, Serpulorbis squamigerus, were collected and kept under surveillance for one week. during this time the feeding of the snails was observed in a filtered and an unfiltered tank. In the former there was little food, whereas in the latter there was much available food. This experiment hoped to look at whether the presence of the food particles stimulates the snails to feed more often. The author feels that nearly enough data was collected to be certain that S. squamigerus somehow receives sensory information related to the amount of particle material in the water column or caught in the mucus net. This information led to increased feeding activity by the snails.",,
1279,Carleton College,Wrigley Marine Science Center,,"Choy, Cyrus",The specificity of the homing limpet Acmaea scabra to its home scar,1983.0,"In field manipulations of A. scabra were made to investigate their specificity to home scars. Observations suggest that intraspecific interactions do not affect home scar specificity. Other manipulations indicate that ""adoption"" of a new home scar is determined upon contact with the scar. Also, the limpets are able to establish new scars.",,
1280,Carleton College,Wrigley Marine Science Center,,"Conery, John",Attempts to influence movement of Patiria miniata,1983.0,"This study examines the effects of several factors on the random movement of the bat star, Patiria miniata. Individuals, about 40 was the average, were placed at a marked spot and released immediately around it, as close as possible without stacking. Movement from this center was recorded with respect to the factor involved. It was found that P. miniata move randomly if no factor intervenes, away from shallow water and away from detached algae rolling on the bottom with the surge. They are not influenced by the proximity of rocks, although they will remain on one if placed there, nor by the presence of dead Mola mola on the bottom.",,
1281,Carleton College,Wrigley Marine Science Center,,"Golde, Helen M.",The acontia of Metridium senile and their relationship to predation by Dermasterias imbricata,1983.0,"Metridium senile extrude nematocyst laden acontia when disturbed which have been shown to deter predation by Aeolidia papillosa. This response was studied in relation to another predator, Dermasterias imbricata. Anemones of varying sizes were stimulated on the column and on the oral disk with both a blunt probe and a D. imbricata. The anemones and the starfish were also allowed to freely interact. M. senile were found to react more quickly to columnar than to oral stimulation. They were also found to react more quickly to stimulation with the starfish than with a blunt probe. There is no correlation between the speed of the reaction and the size of the anemone. The release of acontia by M. senile does seem to deter predation by D. imbricata.",,
1282,Carleton College,Wrigley Marine Science Center,,"Heck, Wendy",A comparison of Opisthopus transversus populations in two of its hosts: Megathura crenulata and Cryptochiton stelleri,1983.0,"Opisthopus transversus is a commensal Brachyuran crab which is found in many different hosts. In this study, crab populations from Megathura carenulata and Cryptochiton stelleri were investigated. Crabs in M. crenulata were found to be more numerous and larger than those in C. stelleri. A higher percentage of mature females was also found in M. crenulata.",,
